nctid	nct_title	nct_link	status
NCT00059215	A Trial of CS-747 (Prasugrel) Compared With Clopidogrel in Patients Undergoing Percutaneous Coronary Intervention (PCI)	https://clinicaltrials.gov/study/NCT00059215	COMPLETED
NCT00059332	Field Administration of Stroke Therapy - Magnesium (FAST-MAG) Trial	https://clinicaltrials.gov/study/NCT00059332	COMPLETED
NCT00059475	Peptide Vaccination for Patients at High Risk for Recurrent Melanoma	https://clinicaltrials.gov/study/NCT00059475	COMPLETED
NCT00059839	Comparison of Two Combination Chemotherapy Regimens With Either Vincristine or Vinblastine in Treating Patients With Advanced Anaplastic Large Cell Lymphoma	https://clinicaltrials.gov/study/NCT00059839	COMPLETED
NCT00060944	A Study to Assess Treatment With 2 Different Dosing Schedules of Trabectidin Administered to Patients With Advanced Cancer	https://clinicaltrials.gov/study/NCT00060944	COMPLETED
NCT00061373	Combination Anti-Platelet and Anti-Coagulation Treatment After Lysis of Ischemic Stroke Trial (CATALIST)	https://clinicaltrials.gov/study/NCT00061373	COMPLETED
NCT00061893	Vinblastine, Celecoxib, and Combination Chemotherapy in Treating Patients With Newly-Diagnosed Metastatic Ewing's Sarcoma Family of Tumors	https://clinicaltrials.gov/study/NCT00061893	COMPLETED
NCT00062010	Interferon Alfa, Isotretinoin, and Paclitaxel in Treating Patients With Recurrent Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00062010	COMPLETED
NCT00062439	S0220: Chemoradiotherapy Followed By Surgery and Docetaxel in Treating Patients With Pancoast Tumors	https://clinicaltrials.gov/study/NCT00062439	COMPLETED
NCT00062738	Treatment of Depression in Parkinson's Disease Trial	https://clinicaltrials.gov/study/NCT00062738	COMPLETED
NCT00062751	Study Evaluating Temsirolimus (CCI-779) In Breast Neoplasms	https://clinicaltrials.gov/study/NCT00062751	COMPLETED
NCT00063570	Pemetrexed Plus Gemcitabine in Metastatic Breast Cancer Patients After Receiving Taxane Therapy	https://clinicaltrials.gov/study/NCT00063570	COMPLETED
NCT00063622	Pioglitazone vs Vitamin E vs Placebo for Treatment of Non-Diabetic Patients With Nonalcoholic Steatohepatitis (PIVENS)	https://clinicaltrials.gov/study/NCT00063622	COMPLETED
NCT00063635	Treatment of Nonalcoholic Fatty Liver Disease in Children (TONIC)	https://clinicaltrials.gov/study/NCT00063635	COMPLETED
NCT00064038	S0232 Dexamethasone With or Without Lenalidomide in Treating Patients With Previously Untreated Stage I, Stage II, or Stage III Multiple Myeloma	https://clinicaltrials.gov/study/NCT00064038	COMPLETED
NCT00064337	S0115, High-Dose Melphalan and Autologous Peripheral Stem Cell Transplantation in Treating Patients With Multiple Myeloma or Primary Systemic Amyloidosis	https://clinicaltrials.gov/study/NCT00064337	COMPLETED
NCT00064350	Sorafenib in Treating Patients With Refractory Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00064350	COMPLETED
NCT00065065	A Trial of Rosiglitazone for Ulcerative Colitis	https://clinicaltrials.gov/study/NCT00065065	COMPLETED
NCT00065260	Rabbit Antithymocyte Globulin Versus Campath-1H for Treating Severe Aplastic Anemia	https://clinicaltrials.gov/study/NCT00065260	COMPLETED
NCT00065468	Study Evaluating Interferon And CCI-779 In Advanced Renal Cell Carcinoma	https://clinicaltrials.gov/study/NCT00065468	COMPLETED
NCT00065507	Comparison of Entecavir to Adefovir in Chronic Hepatitis B Virus (HBV) Patients With Hepatic Decompensation	https://clinicaltrials.gov/study/NCT00065507	COMPLETED
NCT00065806	Atherosclerosis Prevention in Pediatric Lupus Erythematosus (APPLE)	https://clinicaltrials.gov/study/NCT00065806	COMPLETED
NCT00066066	Effect of Three Periodontal Therapies in Current Smokers and Non-Smokers	https://clinicaltrials.gov/study/NCT00066066	COMPLETED
NCT00066170	Trial Comparing Effects of Xyrem Taken Orally and Modafinil With Placebo in Treating Daytime Sleepiness in Narcolepsy	https://clinicaltrials.gov/study/NCT00066170	COMPLETED
NCT00066222	Cisplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00066222	COMPLETED
NCT00066573	Exemestane or Anastrozole in Treating Postmenopausal Women Who Have Undergone Surgery for Primary Breast Cancer	https://clinicaltrials.gov/study/NCT00066573	COMPLETED
NCT00067002	Randomized Double Cord Blood Transplant Study	https://clinicaltrials.gov/study/NCT00067002	COMPLETED
NCT00067470	Study of Recombinant Human N-acetylgalactosamine 4-sulfatase (rhASB) in Patients With MPS VI	https://clinicaltrials.gov/study/NCT00067470	COMPLETED
NCT00067808	Study of Three Different Schedules of Low-Dose Decitabine in Myelodysplastic Syndrome (MDS)	https://clinicaltrials.gov/study/NCT00067808	COMPLETED
NCT00067990	Angiotensin II Blockade for Chronic Allograft Nephropathy	https://clinicaltrials.gov/study/NCT00067990	COMPLETED
NCT00068250	Combination Chemotherapy, Monoclonal Antibody, and Radiation Therapy in Treating Patients With Primary Central Nervous System Lymphoma	https://clinicaltrials.gov/study/NCT00068250	COMPLETED
NCT00068341	Docetaxel and Carboplatin With or Without Trastuzumab Before Surgery in Treating Women With Locally Advanced Breast Cancer	https://clinicaltrials.gov/study/NCT00068341	COMPLETED
NCT00068367	S0330 Erlotinib in Treating Patients With Unresectable or Metastatic Malignant Peripheral Nerve Sheath Tumor	https://clinicaltrials.gov/study/NCT00068367	COMPLETED
NCT00068445	Lamotrigine in Treating Peripheral Neuropathy Caused by Chemotherapy in Patients With Cancer	https://clinicaltrials.gov/study/NCT00068445	COMPLETED
NCT00068575	Chemotherapy, Interferon Alfa, and Radiation Therapy in Treating Patients Who Have Undergone Surgery For Pancreatic Cancer	https://clinicaltrials.gov/study/NCT00068575	COMPLETED
NCT00068601	S0230 Goserelin in Preventing Ovarian Failure in Women Receiving Chemotherapy for Breast Cancer	https://clinicaltrials.gov/study/NCT00068601	COMPLETED
NCT00069108	A Study of Xeloda (Capecitabine) in Patients With Metastatic Colorectal Cancer	https://clinicaltrials.gov/study/NCT00069108	COMPLETED
NCT00069121	A Study of Xeloda (Capecitabine) Plus Oxaliplatin in Patients With Colon Cancer	https://clinicaltrials.gov/study/NCT00069121	COMPLETED
NCT00069160	Tariquidar and Docetaxel to Treat Patients With Lung, Ovarian, Renal and Cervical Cancer	https://clinicaltrials.gov/study/NCT00069160	COMPLETED
NCT00069784	The ORIGIN Trial (Outcome Reduction With Initial Glargine Intervention)	https://clinicaltrials.gov/study/NCT00069784	COMPLETED
NCT00069953	Combination Chemotherapy Followed By Chemoradiotherapy, With or Without Surgery, in Treating Patients With Resectable Locally Advanced Cancer of the Esophagus or Gastroesophageal Junction	https://clinicaltrials.gov/study/NCT00069953	COMPLETED
NCT00070018	S0313 Cyclophosphamide, Doxorubicin, Vincristine, Prednisone, and Radiation Therapy Followed By Rituximab and Yttrium Y 90 Ibritumomab Tiuxetan in Treating Patients With Stage I or Stage II Non-Hodgkin's Lymphoma	https://clinicaltrials.gov/study/NCT00070018	COMPLETED
NCT00070109	Trabectedin in Treating Young Patients With Recurrent or Refractory Soft Tissue Sarcoma or Ewing's Family of Tumors	https://clinicaltrials.gov/study/NCT00070109	COMPLETED
NCT00070941	SAM-e for the Treatment of Depression in Patients With Parkinson's Disease	https://clinicaltrials.gov/study/NCT00070941	COMPLETED
NCT00071396	Campath-1H Plus Rituximab for CD52- and CD20- Positive Refractory or Relapsed Chronic Lymphoid Disorders	https://clinicaltrials.gov/study/NCT00071396	COMPLETED
NCT00071721	Valproate in Dementia (VALID)	https://clinicaltrials.gov/study/NCT00071721	COMPLETED
NCT00071760	Study Of An Investigational Regimen Including FDA Approved HIV Drugs In HIV-Infected Pediatric Subjects	https://clinicaltrials.gov/study/NCT00071760	COMPLETED
NCT00071799	A Survival Study in Patients With High Risk Myelodysplastic Syndromes Comparing Azacitidine Versus Conventional Care	https://clinicaltrials.gov/study/NCT00071799	COMPLETED
NCT00071890	Phase II/III Study Evaluating the Effect of IL-2 on Preservation of the CD4 T-Lymphocytes After Interruption of Antiretroviral Treatment in HIV-Infected Patients With CD4 T-Lymphocyte Count Greater Than 500 Cells/mm3 Who Received Antiretroviral Tx	https://clinicaltrials.gov/study/NCT00071890	COMPLETED
NCT00072462	Adjuvant Tamoxifen Compared With Anastrozole in Treating Postmenopausal Women With Ductal Carcinoma In Situ	https://clinicaltrials.gov/study/NCT00072462	COMPLETED
NCT00073021	Safety and Efficacy of Two Different Doses of Asacol in the Treatment of Moderately Active Ulcerative Colitis	https://clinicaltrials.gov/study/NCT00073021	COMPLETED
NCT00073073	Exemestane and Celecoxib in Postmenopausal Women at High Risk for Breast Cancer	https://clinicaltrials.gov/study/NCT00073073	COMPLETED
NCT00073307	Study of BAY43-9006 in Patients With Unresectable and/or Metastatic Renal Cell Cancer	https://clinicaltrials.gov/study/NCT00073307	COMPLETED
NCT00073528	Study Comparing Lapatinib (GW572016) And Letrozole Versus Letrozole In Subjects With Advanced Or Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00073528	COMPLETED
NCT00073983	Gemcitabine and Docetaxel in Treating Patients With Recurrent Osteosarcoma (Closed to Accrual as of 12/21/06) or Ewing's Sarcoma or Unresectable or Locally Recurrent Chondrosarcoma	https://clinicaltrials.gov/study/NCT00073983	COMPLETED
NCT00074152	Adjuvant Chemotherapy in Treating Women Who Have Undergone Resection for Relapsed Breast Cancer; Chemotherapy as Adjuvant for LOcally Recurrent Breast Cancer	https://clinicaltrials.gov/study/NCT00074152	COMPLETED
NCT00074282	Pentostatin, Cyclophosphamide, and Rituximab Followed By Campath-1H in Patients With Relapsed or Refractory B-Cell CLL	https://clinicaltrials.gov/study/NCT00074282	COMPLETED
NCT00074412	Using Nevirapine to Prevent Mother-to-Child HIV Transmission During Breastfeeding	https://clinicaltrials.gov/study/NCT00074412	COMPLETED
NCT00074581	Preventing Sexual Transmission of HIV With Anti-HIV Drugs	https://clinicaltrials.gov/study/NCT00074581	COMPLETED
NCT00074711	Adding Phosphorus to Osteoporosis Drug Treatment	https://clinicaltrials.gov/study/NCT00074711	COMPLETED
NCT00074802	Adding Cognitive Behavioral Therapy to Drug Treatment for Social Anxiety Disorder	https://clinicaltrials.gov/study/NCT00074802	COMPLETED
NCT00075218	A Study To Assess The Safety And Efficacy Of SU11248 In Patients With Gastrointestinal Stromal Tumor(GIST)	https://clinicaltrials.gov/study/NCT00075218	COMPLETED
NCT00075270	Paclitaxel With / Without GW572016 (Lapatinib) As First Line Therapy For Women With Advanced Or Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00075270	COMPLETED
NCT00075725	Dexamethasone Compared With Prednisone During Induction Therapy and Methotrexate With or Without Leucovorin During Maintenance Therapy in Treating Patients With Newly Diagnosed High-Risk Acute Lymphoblastic Leukemia	https://clinicaltrials.gov/study/NCT00075725	COMPLETED
NCT00075764	S0226 Anastrozole With or Without Fulvestrant as First-Line Therapy in Postmenopausal Women With Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00075764	COMPLETED
NCT00075829	Stem Cell Transplantation in Individuals With Multiple Myeloma (BMT CTN 0102)	https://clinicaltrials.gov/study/NCT00075829	COMPLETED
NCT00076024	AG-013736 In Combination With Docetaxel Versus Docetaxel Alone For Patients With Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00076024	COMPLETED
NCT00076102	Pirfenidone in Children and Young Adults With Neurofibromatosis Type I and Progressive Plexiform Neurofibromas	https://clinicaltrials.gov/study/NCT00076102	COMPLETED
NCT00076336	Telbivudine Versus Lamivudine in Adults With Decompensated Chronic Hepatitis B and Evidence of Cirrhosis	https://clinicaltrials.gov/study/NCT00076336	COMPLETED
NCT00076570	Combination Drug Therapy Followed by Single Drug Steroid Free Therapy to Prevent Organ Rejection in Kidney Transplantation	https://clinicaltrials.gov/study/NCT00076570	COMPLETED
NCT00076687	Safety Study of Botulinum Toxin Type A in Post-Upper Limb Stroke Patients With Reduced Lung Function	https://clinicaltrials.gov/study/NCT00076687	COMPLETED
NCT00076752	Lymphocyte Depletion and Stem Cell Transplantation to Treat Severe Systemic Lupus Erythematosus	https://clinicaltrials.gov/study/NCT00076752	COMPLETED
NCT00077207	Carboplatin, Vincristine, and Temozolomide in Treating Children With Progressive and/or Symptomatic Low-Grade Glioma	https://clinicaltrials.gov/study/NCT00077207	COMPLETED
NCT00077766	A Study of Intravenous Mircera for the Treatment of Anemia in Dialysis Patients.	https://clinicaltrials.gov/study/NCT00077766	COMPLETED
NCT00077857	A Study to Assess Capecitabine (Xeloda®) in Patients With Locally Advanced or Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00077857	COMPLETED
NCT00077974	A Pivotal Study Of SU011248 In The Treatment Of Patients With Cytokine-Refractory Metastatic Renal Cell Carcinoma.	https://clinicaltrials.gov/study/NCT00077974	COMPLETED
NCT00078286	Antidepressant Medication Treatment for Depression in Individuals With Chronic Heart Failure	https://clinicaltrials.gov/study/NCT00078286	COMPLETED
NCT00078377	Safety and Efficacy Study of Armodafinil (CEP-10953) in the Treatment of Excessive Sleepiness Associated With Narcolepsy	https://clinicaltrials.gov/study/NCT00078377	COMPLETED
NCT00078403	Pegylated Interferon Alfa-2a Maintenance Therapy and Liver Disease Progression in People Infected With Both HIV and Hepatitis C Virus (HCV)	https://clinicaltrials.gov/study/NCT00078403	COMPLETED
NCT00078559	Combination Immunosuppressive Therapy to Prevent Kidney Transplant Rejection in Adults	https://clinicaltrials.gov/study/NCT00078559	COMPLETED
NCT00078819	Etanercept (Enbrel®) in Psoriasis - Pediatrics	https://clinicaltrials.gov/study/NCT00078819	COMPLETED
NCT00078949	Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma	https://clinicaltrials.gov/study/NCT00078949	COMPLETED
NCT00079001	Zoledronate in Preventing Skeletal (Bone)-Related Events in Men Who Are Receiving Androgen Deprivation Therapy For Prostate Cancer and Bone Metastases	https://clinicaltrials.gov/study/NCT00079001	COMPLETED
NCT00079183	Sirolimus as Secondary Therapy in Chronic Graft-Versus-Host Disease Not Responding To Prior Treatment	https://clinicaltrials.gov/study/NCT00079183	COMPLETED
NCT00079937	Efficacy and Safety of Omalizumab in Children (6 - < 12 Years) With Moderate-severe, Inadequately Controlled Allergic Asthma	https://clinicaltrials.gov/study/NCT00079937	COMPLETED
NCT00080223	Safety Study of Oral Pirfenidone in Patients With Pulmonary Fibrosis/Idiopathic Pulmonary Fibrosis	https://clinicaltrials.gov/study/NCT00080223	COMPLETED
NCT00080301	Novel Epothilone Plus Capecitabine Versus Capecitabine Alone in Patients With Advanced Breast Cancer	https://clinicaltrials.gov/study/NCT00080301	COMPLETED
NCT00080483	Testosterone and Growth Hormone for Bone Loss in Men	https://clinicaltrials.gov/study/NCT00080483	COMPLETED
NCT00080938	Temozolomide and Radiation Therapy in Treating Patients With Brain Metastasis Secondary to Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00080938	COMPLETED
NCT00081159	Hormone Ablation Therapy, Doxorubicin, and Zoledronate With or Without Strontium 89 in Treating Patients With Androgen-Dependent Prostate Cancer and Bone Metastases	https://clinicaltrials.gov/study/NCT00081159	COMPLETED
NCT00081289	Neoadjuvant Chemoradiotherapy and Adjuvant Chemotherapy in Treating Patients Who Are Undergoing Surgical Resection for Locally Advanced Rectal Cancer	https://clinicaltrials.gov/study/NCT00081289	COMPLETED
NCT00081328	Treatment Options for Type 2 Diabetes in Adolescents and Youth (TODAY)	https://clinicaltrials.gov/study/NCT00081328	COMPLETED
NCT00081861	Avastin Plus Rituximab for Patients With B-Cell Non-Hodgkin's Lymphoma	https://clinicaltrials.gov/study/NCT00081861	COMPLETED
NCT00081939	UARK 2003-33, Total Therapy III	https://clinicaltrials.gov/study/NCT00081939	COMPLETED
NCT00082173	Moxifloxacin As Part of a Multi-Drug Regimen For Tuberculosis	https://clinicaltrials.gov/study/NCT00082173	COMPLETED
NCT00082381	Effect of AC2993 Compared With Insulin Glargine in Patients With Type 2 Diabetes Also Using Combination Therapy With Sulfonylurea and Metformin	https://clinicaltrials.gov/study/NCT00082381	COMPLETED
NCT00082407	Exenatide Compared With Twice-Daily Biphasic Insulin Aspart in Patients With Type 2 Diabetes Using Sulfonylurea and Metformin	https://clinicaltrials.gov/study/NCT00082407	COMPLETED
NCT00082433	Epothilone (Ixabepilone) Plus Capecitabine Versus Capecitabine Alone in Patients With Advanced Breast Cancer	https://clinicaltrials.gov/study/NCT00082433	COMPLETED
